Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Customer_Tenure,Education_ord,Marital_Status_Simple,Total_Spend,Total_Campaign_Accepted,Total_Children,Has_Partner,Family_Size,Total_Purchases,Spend_per_Purchase,Income_to_Spend_Ratio,Digital_Engagement,Store_vs_Web,Spending_Diversity,Days_per_Purchase,Campaign_Response_Rate,Cluster,Segment_Name,Primary_Channel,Offer_Type,Contact_Frequency
Master,Together,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,74,4879,4,Partner,1374,2,1,1,3,23,57.25,0.02455676293966257,11,2.75,4,203.29166666666666,0.3333333333333333,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
2n Cycle,Divorced,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,38,4683,2,Single,32,0,1,0,2,5,5.333333333333333,0.0009042357794794993,8,1.5,6,780.5,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Master,Together,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,40,4736,4,Partner,100,0,1,1,3,7,12.5,0.002359213909925213,11,0.75,5,592.0,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Single,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,44,4737,3,Single,825,0,0,0,1,12,63.46153846153846,0.012021332400769365,3,2.0,6,364.38461538461536,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Divorced,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,61,4308,5,Single,916,1,1,0,2,28,31.586206896551722,0.01581682869131283,13,1.3333333333333333,3,148.55172413793105,0.16666666666666666,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Divorced,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,68,4278,3,Single,62,0,2,0,3,11,5.166666666666667,0.001759014951627089,8,0.75,5,356.5,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
2n Cycle,Together,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,70,4464,2,Partner,728,0,1,1,3,21,33.09090909090909,0.012376321784366394,15,0.9,5,202.9090909090909,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
PhD,Married,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,48,4324,5,Partner,90,0,1,1,3,7,11.25,0.0019405752727586355,6,1.0,4,540.5,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Single,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,38,4281,3,Single,273,0,1,0,2,13,19.5,0.006868270101640334,13,0.6666666666666666,6,305.7857142857143,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Together,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,42,4388,3,Partner,66,0,1,1,3,10,6.0,0.0027526379446970012,10,0.75,6,398.90909090909093,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Master,Married,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,65,4662,4,Partner,1213,1,0,1,2,23,50.541666666666664,0.014984373262838012,8,1.2857142857142858,6,194.25,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Widow,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,1,60,4853,3,Single,107,1,0,0,1,7,13.375,0.0039572469396057545,12,0.75,6,606.625,0.16666666666666666,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Single,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,79,4320,3,Single,1157,1,0,0,1,18,60.89473684210526,0.014937127217330683,3,3.3333333333333335,6,227.3684210526316,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Master,Married,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,62,4496,4,Partner,546,1,1,1,3,18,28.736842105263158,0.008517807834511162,15,0.6666666666666666,3,236.6315789473684,0.16666666666666666,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Master,Together,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,34,4632,4,Partner,241,0,0,1,2,11,20.083333333333332,0.005647863888823791,8,0.8,6,386.0,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Divorced,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,50,4366,3,Single,53,0,1,0,2,11,4.416666666666667,0.004215717467387846,9,0.75,6,363.8333333333333,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Married,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,59,4448,3,Partner,37,0,3,1,5,7,4.625,0.0016389811738648948,9,1.0,4,556.0,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,52028.5,0,0,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,37,4595,3,Partner,1611,2,0,1,2,24,64.44,,9,1.7142857142857142,6,183.8,0.3333333333333333,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Master,Single,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,50,4712,4,Single,1508,0,0,0,1,23,62.833333333333336,0.02127119361299969,9,1.4285714285714286,6,196.33333333333334,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Married,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,60,4398,3,Partner,235,0,2,1,4,16,13.823529411764707,0.0043358733555969664,7,1.5,5,258.70588235294116,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Master,Together,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,70,4314,4,Partner,32,0,2,1,4,7,4.0,0.0011095700416088765,7,1.0,3,539.25,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,54,4539,3,Partner,102,0,2,1,4,8,11.333333333333334,0.0025296364267645456,10,0.75,5,504.3333333333333,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Single,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,41,4888,3,Single,401,0,1,0,2,15,25.0625,0.0060297124984963315,7,1.2,6,305.5,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Married,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,75,4552,3,Partner,28,0,2,1,4,6,4.0,0.0009080884737627295,6,1.5,5,650.2857142857143,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Single,52028.5,1,2,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,56,4514,3,Single,1052,2,3,0,4,21,47.81818181818182,,9,3.3333333333333335,6,205.1818181818182,0.3333333333333333,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,55,4732,3,Partner,680,0,1,1,3,21,30.90909090909091,0.010494474967590591,5,3.0,6,215.0909090909091,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,52,4567,3,Partner,30,0,1,1,3,4,6.0,0.0008715356458079135,8,1.0,6,913.4,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Divorced,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,61,4344,5,Single,20,0,2,0,3,4,4.0,0.0004252966444094756,8,1.0,3,868.8,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
PhD,Divorced,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,65,4711,5,Single,1307,0,1,0,2,23,54.458333333333336,0.020318378260734384,17,0.45454545454545453,6,196.29166666666666,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Single,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,73,4738,3,Single,630,0,1,0,2,24,25.2,0.015569010255776597,16,0.8888888888888888,6,189.52,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,69,4563,3,Partner,1283,0,0,1,2,18,67.52631578947368,0.02063098990158873,7,1.0,5,240.1578947368421,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Divorced,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,50,4566,5,Single,65,0,1,0,2,9,6.5,0.004377104377104377,10,1.3333333333333333,6,456.6,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Married,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,42,4438,3,Partner,37,0,1,1,3,5,6.166666666666667,0.0013574992662166128,8,1.5,5,739.6666666666666,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Married,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,76,4620,5,Partner,38,0,3,1,5,5,6.333333333333333,0.0006981059283890287,5,1.5,2,770.0,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
PhD,Single,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,40,4705,5,Single,160,0,1,0,2,12,12.307692307692308,0.005333333333333333,11,1.0,6,361.9230769230769,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Single,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,43,4643,3,Single,23,0,1,0,2,4,4.6,0.0009554272421384954,9,1.0,5,928.6,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Single,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,37,4495,5,Single,71,0,0,0,1,6,10.142857142857142,0.0020884195664323322,5,1.5,5,642.1428571428571,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Married,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,1,70,4656,5,Partner,1161,1,1,1,3,19,58.05,0.0175020728122409,14,0.5,4,232.8,0.16666666666666666,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Master,Married,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,55,4739,4,Partner,59,2,1,1,3,5,9.833333333333334,0.0016771369282810769,8,1.0,6,789.8333333333334,0.3333333333333333,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Together,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,43,4568,3,Partner,33,0,1,1,3,7,4.125,0.0014992503748125937,10,1.0,5,571.0,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Divorced,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,66,4859,3,Single,946,0,2,0,3,22,41.130434782608695,0.015207780725022104,7,2.4,6,211.2608695652174,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Divorced,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,1,58,4774,3,Single,1442,4,0,0,1,22,62.69565217391305,0.019050387084841598,15,0.5,6,207.56521739130434,0.6666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Married,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,54,4798,3,Partner,62,0,1,1,3,5,10.333333333333334,0.002021124005737384,9,1.5,6,799.6666666666666,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Together,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,1,61,4687,3,Partner,1674,2,0,1,2,22,72.78260869565217,0.020167702761312706,10,1.0,6,203.7826086956522,0.3333333333333333,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Together,83532.0,0,0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,127,4480,5,Partner,1853,1,0,1,2,15,115.8125,0.022182849891659584,5,0.8,6,280.0,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Single,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,38,4892,3,Single,1538,0,0,0,1,21,69.9090909090909,0.022401538103006293,7,2.2,6,222.36363636363637,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Divorced,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,40,4408,3,Single,139,0,0,0,1,8,15.444444444444445,0.0033565150198010237,8,1.3333333333333333,6,489.77777777777777,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Married,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,57,4787,5,Partner,1182,2,1,1,3,20,56.285714285714285,0.021408001738720952,12,2.2,3,227.95238095238096,0.3333333333333333,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
PhD,Together,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,76,4585,5,Partner,507,0,1,1,3,18,26.68421052631579,0.00855075641306731,6,2.0,6,241.31578947368422,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Basic,Together,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,1,53,4522,1,Partner,18,2,1,1,3,4,3.6,0.0006619837446213821,9,1.0,5,904.4,0.3333333333333333,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Divorced,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,74,4435,3,Single,940,0,0,0,1,16,55.294117647058826,0.011376839659178932,3,1.3333333333333333,6,260.88235294117646,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Married,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,61,4575,3,Partner,42,0,2,1,4,6,6.0,0.0009480598632085054,7,1.5,3,653.5714285714286,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Divorced,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,1,56,4217,3,Single,1190,1,0,0,1,15,74.375,0.014027063982271677,5,1.2,6,263.5625,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Widow,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,55,4755,3,Single,44,0,2,0,3,8,4.888888888888889,0.0014486550554769038,9,1.0,5,528.3333333333334,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Master,Married,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,50,4381,4,Partner,16,1,1,1,3,4,3.2,0.000482189138689651,7,1.0,3,876.2,0.16666666666666666,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Married,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,69,4398,3,Partner,835,0,1,1,3,26,30.925925925925927,0.011741710493011221,10,1.2857142857142858,6,162.88888888888889,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,40,4739,3,Partner,1443,2,1,1,3,22,62.73913043478261,0.020054757967006242,12,0.8888888888888888,6,206.04347826086956,0.3333333333333333,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Single,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,1,60,4448,5,Single,1029,1,0,0,1,18,54.1578947368421,0.014750573394495413,7,1.0,5,234.10526315789474,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Married,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,52,4814,3,Partner,1188,0,0,1,2,18,62.526315789473685,0.01647711511789182,4,2.5,5,253.3684210526316,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Single,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,50,4758,5,Single,1277,0,1,0,2,24,51.08,0.021282978617023048,17,0.4166666666666667,3,190.32,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Single,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,0,48,4416,3,Single,49,0,2,0,3,7,6.125,0.0012679846806748784,9,1.0,5,552.0,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,71,4618,3,Partner,99,1,1,1,3,7,12.375,0.0019512002838109504,8,1.3333333333333333,3,577.25,0.16666666666666666,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
PhD,Married,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,57,4768,5,Partner,1670,0,0,1,2,15,104.375,0.024392737683128114,4,2.0,6,298.0,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Master,Married,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,0,83,4517,4,Partner,900,0,0,1,2,14,60.0,0.013830408458063128,7,0.8333333333333334,5,301.1333333333333,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Together,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,78,4468,5,Partner,425,0,2,1,4,16,25.0,0.009104151493080845,9,0.8,6,262.8235294117647,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Married,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,69,4843,3,Partner,2153,1,0,1,2,22,93.6086956521739,0.027385237665195437,6,2.0,6,210.56521739130434,0.16666666666666666,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Widow,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,57,4303,5,Single,636,0,1,0,2,21,28.90909090909091,0.010227053450826525,10,1.4285714285714286,3,195.5909090909091,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,48,4329,3,Partner,57,0,2,1,4,10,5.181818181818182,0.002004008016032064,6,1.3333333333333333,6,393.54545454545456,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Married,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,48,4787,5,Partner,25,0,1,1,3,4,5.0,0.000662813510790604,10,1.0,5,957.4,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Married,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,59,4752,3,Partner,494,0,2,1,4,22,21.47826086956522,0.009595959595959595,13,0.8571428571428571,6,206.6086956521739,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Single,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,57,4881,3,Single,693,0,1,0,2,19,34.65,0.012645062404204073,10,1.2857142857142858,5,244.05,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Married,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,66,4612,3,Partner,1348,0,0,1,2,26,49.925925925925924,0.016949365656159232,6,2.2,5,170.8148148148148,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
Graduation,Divorced,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,50,4674,3,Single,51,0,1,0,2,7,6.375,0.0016131072874493928,9,1.0,6,584.25,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Together,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,64,4793,3,Partner,1932,0,0,1,2,16,113.6470588235294,0.026823647016355204,7,1.6,6,281.94117647058823,0.0,0,Budget-Conscious Educated,"Email, Newsletter",Discount & Value Bundles,Monthly
PhD,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,51,4779,5,Single,990,0,1,0,2,16,58.23529411764706,0.018815927017010358,10,2.6666666666666665,5,281.11764705882354,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
2n Cycle,Married,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,42,4272,2,Partner,30,0,1,1,3,5,5.0,0.0008406893652795292,7,1.5,5,712.0,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Married,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,51,4813,3,Partner,254,0,2,1,4,16,14.941176470588236,0.0052720064758504746,13,0.6666666666666666,6,283.11764705882354,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Master,Single,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,56,4508,4,Single,29,1,1,0,2,5,4.833333333333333,0.0009814206910555348,5,1.0,6,751.3333333333334,0.16666666666666666,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Single,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,60,4799,3,Single,1371,1,1,0,2,23,57.125,0.021485323846985628,12,2.4,6,199.95833333333334,0.16666666666666666,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
PhD,Single,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,1,54,4576,5,Single,73,1,2,0,3,9,7.3,0.0018922211565877809,11,0.75,6,457.6,0.16666666666666666,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,51,4884,4,Single,120,0,2,0,3,11,10.0,0.0026030933425887763,11,0.5,3,407.0,0.0,3,Traditional Price-Sensitive,"SMS, In-store Signage",Clear Price Discounts,Event-based (seasonal)
Graduation,Single,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,1,56,4672,3,Single,81,2,0,0,1,5,13.5,0.0035862923935181088,10,1.0,6,778.6666666666666,0.3333333333333333,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
Graduation,Single,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,37,4750,3,Single,37,0,1,0,2,5,6.166666666666667,0.0012219286657859975,9,1.5,6,791.6666666666666,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Together,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,65,4474,5,Partner,1377,0,1,1,3,20,65.57142857142857,0.02072952263386876,9,2.5,6,213.04761904761904,0.0,2,Premium High-Value,"Personalized Email, Premium Catalog",Exclusive Products & Loyalty Rewards,Monthly (premium)
Graduation,Single,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,57,4584,3,Single,51,0,1,0,2,5,8.5,0.0016546085715212666,8,1.5,6,764.0,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
PhD,Married,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,57,4741,5,Partner,17,0,2,1,4,4,3.4,0.0005062235721517479,9,1.0,3,948.2,0.0,1,Digital Mid-Value,"App Notifications, Email",Cross-sell & Product Bundles,Bi-weekly
